load ./log/checkpoint_epoch100.pth
================================================================================
Epoch [101/300]
Test time : 69.6158230304718 s
i,	,y,	p
8910 0.0 1.1772791
8911 0.0 1.170736
8912 0.0 0.9771583
8913 0.0 1.1623874
8914 0.0 1.075618
8915 0.0 0.52866733
8916 0.0 1.5774564
8917 0.0 0.7264268
8918 0.0 1.0907547
8919 0.0 0.8385619
8920 0.0 1.590195
8921 0.0 0.2814684
8922 0.0 0.51537997
8923 0.0 0.5596394
8924 0.0 0.9185268
8925 0.0 1.0593457
8926 0.0 0.35307172
8927 0.0 0.44114783
8928 0.0 0.6885374
8929 0.0 0.80240715
8930 0.0 0.8412956
8931 0.0 0.9850333
8932 0.0 0.5363207
8933 0.0 1.2040454
8934 0.0 1.1272486
8935 0.0 0.27377734
8936 0.0 0.5994966
8937 0.0 0.5782343
8938 0.0 0.42481953
8939 0.0 0.79444057
8940 0.0 0.45480892
8941 0.0 0.7796955
8942 0.0 1.1392211
8943 0.0 0.16111672
8944 0.0 0.68727964
8945 0.0 0.3811377
8946 0.0 0.47950706
8947 0.0 0.8509415
8948 0.0 0.37761927
8949 0.0 0.6749623
8950 0.0 0.76065075
8951 0.0 0.7632226
8952 0.0 1.0386525
8953 0.0 0.9191897
8954 0.0 0.37148893
8955 0.0 0.9285283
8956 0.0 0.3677182
8957 0.0 0.6591647
8958 0.0 0.5509272
8959 0.0 0.3194867
8960 1.0 0.7932389
8961 1.0 0.4867051
8962 1.0 0.41464245
8963 1.0 0.6112889
8964 1.0 0.93249786
8965 1.0 0.2624596
8966 1.0 0.3796224
8967 1.0 0.33766806
8968 1.0 0.5163685
8969 1.0 0.19288602
8970 1.0 0.5656752
8971 1.0 0.4743484
8972 1.0 0.46538278
8973 1.0 0.19553901
8974 1.0 0.46994898
8975 1.0 0.48913458
8976 1.0 0.70830196
8977 1.0 0.6436545
8978 1.0 0.1554469
8979 1.0 0.5069285
8980 1.0 0.17680557
8981 1.0 0.5352131
8982 1.0 0.66213614
8983 1.0 0.77919346
8984 1.0 0.595256
8985 1.0 1.3162411
8986 1.0 0.64729816
8987 1.0 1.2764783
8988 1.0 0.43929994
8989 1.0 0.6096695
8990 1.0 0.3641386
8991 1.0 0.81118643
8992 1.0 0.6863903
8993 1.0 0.1862929
8994 1.0 0.88826054
8995 1.0 0.5119252
8996 1.0 0.20212306
8997 1.0 0.5216915
8998 1.0 0.589221
8999 1.0 0.20956525
9000 1.0 0.27917218
9001 1.0 0.15856247
9002 1.0 0.505867
9003 1.0 0.5368355
9004 1.0 0.60702515
9005 1.0 0.38798416
9006 1.0 0.93765366
9007 1.0 0.49690247
9008 1.0 0.47259724
9009 1.0 0.6058901
9010 1.0 0.34296995
9011 1.0 0.6773592
9012 1.0 0.5193307
9013 1.0 0.66826034
9014 1.0 0.47736806
9015 1.0 0.21188661
9016 1.0 0.37015927
9017 1.0 0.3237162
9018 1.0 0.42728966
9019 1.0 0.59945816
9020 1.0 0.27632517
9021 1.0 0.7485902
9022 1.0 1.1920128
9023 1.0 0.52373207
9024 0.0 0.65453523
9025 0.0 0.7872761
9026 0.0 1.0980377
9027 0.0 0.8572173
9028 0.0 1.2101761
9029 0.0 0.9583419
9030 0.0 1.5103873
9031 0.0 0.38262004
9032 0.0 1.0602164
9033 0.0 0.68779933
9034 0.0 0.9607663
9035 0.0 1.2205731
9036 0.0 0.84023356
9037 0.0 1.2916602
9038 0.0 0.4344914
9039 0.0 0.5054908
9040 0.0 0.30794463
9041 0.0 0.60211456
9042 0.0 0.53784704
9043 0.0 0.5909443
9044 0.0 0.8522502
9045 0.0 0.6219082
9046 0.0 1.3636868
9047 0.0 0.727024
9048 0.0 0.86643237
9049 0.0 1.4157345
9050 0.0 1.1544591
9051 0.0 0.6990385
9052 0.0 1.0993003
9053 0.0 0.6770482
9054 0.0 1.2908897
9055 0.0 0.7378701
9056 0.0 0.9336706
9057 0.0 0.46774277
9058 0.0 0.8050539
9059 0.0 1.0092446
9060 0.0 1.1951206
9061 0.0 0.73072433
9062 0.0 1.7028803
9063 0.0 0.6945077
9064 0.0 1.3290894
9065 0.0 1.0451896
9066 0.0 0.69123966
9067 0.0 0.7291281
9068 0.0 0.9148454
9069 0.0 0.3181483
9070 0.0 0.7861343
9071 0.0 0.55935806
9072 0.0 0.5487286
9073 0.0 0.7061528
9074 0.0 1.1959418
9075 0.0 1.3031147
9076 0.0 1.4563519
9077 0.0 0.4347211
9078 0.0 0.5125366
9079 0.0 1.1835684
9080 0.0 1.0300273
9081 0.0 0.47869387
9082 0.0 0.7321356
9083 0.0 1.0299499
9084 0.0 1.0019395
9085 0.0 0.48759255
9086 0.0 0.34260407
9087 0.0 0.74759096
9088 1.0 0.7073464
9089 1.0 0.47661924
9090 1.0 1.2407292
9091 1.0 0.598597
9092 1.0 0.8037659
9093 1.0 0.6973556
9094 1.0 0.41630527
9095 1.0 0.37315524
9096 1.0 1.0351111
9097 1.0 0.67514306
9098 1.0 0.5566414
9099 1.0 0.8706483
9100 1.0 0.49138644
9101 1.0 0.43696427
9102 1.0 0.55561686
9103 1.0 0.6784418
9104 1.0 0.45180357
9105 1.0 0.6343113
9106 1.0 1.0232564
9107 1.0 0.5527406
9108 1.0 0.23534387
9109 1.0 0.26323515
9110 1.0 1.0324414
9111 1.0 0.50891924
9112 1.0 0.3808958
9113 1.0 0.43984288
9114 1.0 0.3414483
9115 1.0 0.6487116
9116 1.0 0.3715894
9117 1.0 0.26780128
9118 1.0 0.40023178
9119 1.0 0.61341417
9120 1.0 0.82737505
9121 1.0 0.350186
9122 1.0 0.35644636
9123 1.0 0.3975228
9124 1.0 0.52915275
9125 1.0 0.43041515
9126 1.0 0.5894411
9127 1.0 0.2626281
9128 1.0 0.35737267
9129 1.0 0.61335534
9130 1.0 0.4999583
9131 1.0 0.4456552
9132 1.0 0.92035615
9133 1.0 0.2753101
9134 1.0 0.72659844
9135 1.0 0.33571553
9136 1.0 0.313394
9137 1.0 0.5491357
9138 1.0 0.6681914
9139 1.0 0.65934265
9140 1.0 0.5828296
9141 1.0 0.56752807
9142 1.0 0.27020252
9143 1.0 0.34789202
9144 1.0 0.42856616
9145 1.0 0.7117662
9146 1.0 1.0345645
9147 1.0 0.50598794
9148 1.0 0.82027465
9149 1.0 0.86398137
9150 1.0 0.27489528
9151 1.0 0.26663476
9152 0.0 1.507001
9153 0.0 0.9981675
9154 0.0 0.96185136
9155 0.0 0.7812853
9156 0.0 0.8218769
9157 0.0 0.93330896
9158 0.0 0.81164926
9159 0.0 1.1125896
9160 0.0 0.6335761
9161 0.0 0.7138395
9162 0.0 0.31335804
9163 0.0 0.6076919
9164 0.0 0.9882918
9165 0.0 0.5813781
9166 0.0 0.971968
9167 0.0 0.77547556
9168 0.0 0.51293755
9169 0.0 1.3859886
9170 0.0 1.5652235
9171 0.0 0.27839282
9172 0.0 1.4049753
9173 0.0 1.2637019
9174 0.0 0.92591166
9175 0.0 1.199854
9176 0.0 0.9329574
9177 0.0 0.63691723
9178 0.0 0.41707215
9179 0.0 0.84486943
9180 0.0 0.89942205
9181 0.0 1.2902527
9182 0.0 1.2318213
9183 0.0 1.0294917
9184 0.0 0.58278316
9185 0.0 0.25238317
9186 0.0 0.74837774
9187 0.0 0.70451224
9188 0.0 0.80503684
9189 0.0 0.65335935
9190 0.0 1.2706617
9191 0.0 0.4974894
9192 0.0 0.4028682
9193 0.0 0.5373833
9194 0.0 1.0929933
9195 0.0 0.93783855
9196 0.0 1.1007731
9197 0.0 1.0497777
9198 0.0 1.0452385
9199 0.0 0.52073026
9200 0.0 0.7713665
9201 0.0 0.58183753
9202 0.0 1.1648707
9203 0.0 0.5875274
9204 0.0 0.6212733
9205 0.0 0.6600916
9206 0.0 0.9781704
9207 0.0 1.5555301
9208 0.0 0.58144933
9209 0.0 1.0994494
9210 0.0 0.8799871
9211 0.0 0.6278153
9212 0.0 1.397318
9213 0.0 0.99126863
9214 0.0 1.2595067
9215 0.0 0.76433384
9216 1.0 0.22389144
9217 1.0 0.40993524
9218 1.0 0.44577596
9219 1.0 0.49688852
9220 1.0 0.43653527
9221 1.0 0.15716884
9222 1.0 0.44356102
9223 1.0 0.14366655
9224 1.0 0.36165765
9225 1.0 0.78541666
9226 1.0 0.5807106
9227 1.0 0.74700063
9228 1.0 1.1142143
9229 1.0 0.53325325
9230 1.0 0.6580652
9231 1.0 0.43611372
9232 1.0 0.9254834
9233 1.0 0.6849968
9234 1.0 0.25719187
9235 1.0 0.3919784
9236 1.0 0.75917655
9237 1.0 0.66358334
9238 1.0 0.40697765
9239 1.0 0.5366684
9240 1.0 0.44009584
9241 1.0 0.7826089
9242 1.0 0.56440866
9243 1.0 0.9068671
9244 1.0 0.9810837
9245 1.0 0.6024037
9246 1.0 0.33766806
9247 1.0 0.19074613
9248 1.0 0.7321282
9249 1.0 0.6605815
9250 1.0 0.35465375
9251 1.0 0.47826737
9252 1.0 0.8288999
9253 1.0 0.8620482
9254 1.0 0.43993473
9255 1.0 0.42616323
9256 1.0 0.96271193
9257 1.0 0.33957523
9258 1.0 0.57783216
9259 1.0 0.49297512
9260 1.0 1.2849241
9261 1.0 0.4750291
9262 1.0 0.7313786
9263 1.0 0.9822381
9264 1.0 1.0538793
9265 1.0 0.9593782
9266 1.0 0.7826089
9267 1.0 0.6024037
9268 1.0 0.43611372
9269 1.0 0.5603381
9270 1.0 0.39547342
9271 1.0 0.7416345
9272 1.0 0.46253335
9273 1.0 0.56063
9274 1.0 0.36522105
9275 1.0 0.42376262
9276 1.0 0.9760506
9277 1.0 0.404595
9278 1.0 0.90788245
9279 1.0 0.5124753
9280 0.0 0.8070308
9281 0.0 1.1113234
9282 0.0 0.84980917
9283 0.0 1.153744
9284 0.0 0.41250739
9285 0.0 0.5182583
9286 0.0 0.6560151
9287 0.0 1.4051697
9288 0.0 1.1000786
9289 0.0 0.91899735
9290 0.0 0.6691796
9291 0.0 0.6907652
9292 0.0 1.1832075
9293 0.0 1.1306254
9294 0.0 0.8931979
9295 0.0 0.99680495
9296 0.0 0.7283789
9297 0.0 0.3931915
9298 0.0 0.60156524
9299 0.0 0.67024785
9300 0.0 1.0491238
9301 0.0 0.5482506
9302 0.0 0.99152863
9303 0.0 0.39328048
9304 0.0 1.2583519
9305 0.0 0.5502855
9306 0.0 1.5197014
9307 0.0 1.0124782
9308 0.0 1.2095907
9309 0.0 0.8375879
9310 0.0 1.0068438
9311 0.0 0.7084415
9312 0.0 0.4999622
9313 0.0 0.6016686
9314 0.0 1.4037106
9315 0.0 1.7282959
9316 0.0 1.473696
9317 0.0 0.95574826
9318 0.0 0.96604085
9319 0.0 0.5552648
9320 0.0 1.7754402
9321 0.0 1.287532
9322 0.0 0.6628311
9323 0.0 0.3723993
9324 0.0 0.97190833
9325 0.0 1.3037431
9326 0.0 0.6973139
9327 0.0 0.5841597
9328 0.0 0.63676995
9329 0.0 0.7565507
9330 0.0 0.36147788
9331 0.0 1.1267871
9332 0.0 0.88307303
9333 0.0 0.96135557
9334 0.0 0.23729497
9335 0.0 1.5539719
9336 0.0 0.1692212
9337 0.0 0.5818269
9338 0.0 0.7389832
9339 0.0 0.55983526
9340 0.0 1.2895592
9341 0.0 0.6939959
9342 0.0 0.8902591
9343 0.0 0.8569604
9344 1.0 0.32748222
9345 1.0 1.0676806
9346 1.0 0.5725946
9347 1.0 0.90691674
9348 1.0 1.0427091
9349 1.0 0.5432997
9350 1.0 0.27971685
9351 1.0 0.6308442
9352 1.0 0.45955604
9353 1.0 0.30293623
9354 1.0 0.67211306
9355 1.0 0.7037398
9356 1.0 0.1252557
9357 1.0 0.53705835
9358 1.0 0.5454701
9359 1.0 0.40362942
9360 1.0 0.2768865
9361 1.0 0.4778084
9362 1.0 0.22521546
9363 1.0 0.5095928
9364 1.0 0.1694776
9365 1.0 0.51437014
9366 1.0 0.46318522
9367 1.0 0.910726
9368 1.0 0.4421921
9369 1.0 0.43638977
9370 1.0 0.2167231
9371 1.0 0.20607512
9372 1.0 0.29649198
9373 1.0 0.7460762
9374 1.0 0.19337705
9375 1.0 0.3892597
9376 1.0 0.38259143
9377 1.0 0.3363324
9378 1.0 0.31726825
9379 1.0 0.8057512
9380 1.0 0.44911274
9381 1.0 0.90780467
9382 1.0 0.53182405
9383 1.0 0.23634525
9384 1.0 0.40023178
9385 1.0 0.7438615
9386 1.0 0.66327983
9387 1.0 0.5106616
9388 1.0 0.5942141
9389 1.0 0.46646324
9390 1.0 0.7651129
9391 1.0 0.551281
9392 1.0 0.52397823
9393 1.0 0.5352114
9394 1.0 0.5321708
9395 1.0 0.24361637
9396 1.0 0.22094727
9397 1.0 0.73801214
9398 1.0 0.1554469
9399 1.0 0.45429224
9400 1.0 0.73076814
9401 1.0 1.0940895
9402 1.0 0.7216102
9403 1.0 0.45016563
9404 1.0 0.26885492
9405 1.0 0.23293552
9406 1.0 0.48820168
9407 1.0 0.44336143
9408 0.0 0.25656947
9409 0.0 0.79871464
9410 0.0 1.0328668
9411 0.0 1.0032628
9412 0.0 0.793617
9413 0.0 0.42687082
9414 0.0 0.6948583
9415 0.0 0.69916415
9416 0.0 0.31610876
9417 0.0 0.47970223
9418 0.0 1.0456398
9419 0.0 0.8641376
9420 0.0 0.24860567
9421 0.0 0.895608
9422 0.0 0.50349104
9423 0.0 0.5982485
9424 0.0 1.0061224
9425 0.0 0.51623815
9426 0.0 0.39953008
9427 0.0 0.46913114
9428 0.0 0.8222072
9429 0.0 0.9555013
9430 0.0 1.1771867
9431 0.0 0.77670246
9432 0.0 1.103149
9433 0.0 0.88145304
9434 0.0 0.666896
9435 0.0 1.0220475
9436 0.0 0.7377062
9437 0.0 1.0347253
9438 0.0 1.5297648
9439 0.0 0.28666398
9440 0.0 1.1170361
9441 0.0 1.0154887
9442 0.0 1.0738844
9443 0.0 0.7824878
9444 0.0 1.3391466
9445 0.0 1.3599807
9446 0.0 0.7017214
9447 0.0 0.86386615
9448 0.0 0.3672813
9449 0.0 1.656746
9450 0.0 0.8197798
9451 0.0 0.3600595
9452 0.0 0.5224923
9453 0.0 1.0651737
9454 0.0 1.6283772
9455 0.0 0.6146289
9456 0.0 0.71169627
9457 0.0 0.33869287
9458 0.0 0.6369748
9459 0.0 0.4561035
9460 0.0 0.9487202
9461 0.0 1.5579418
9462 0.0 1.1550484
9463 0.0 0.760766
9464 0.0 0.4437647
9465 0.0 0.75822157
9466 0.0 0.57121956
9467 0.0 0.6478364
9468 0.0 0.6846803
9469 0.0 0.75064856
9470 0.0 0.5985074
9471 0.0 0.6514371
9472 1.0 0.44790456
9473 1.0 0.38176945
9474 1.0 0.6133741
9475 1.0 0.48357975
9476 1.0 1.194331
9477 1.0 0.74829143
9478 1.0 0.24974683
9479 1.0 0.68763894
9480 1.0 0.43993473
9481 1.0 0.8294301
9482 1.0 0.8702194
9483 1.0 0.65697086
9484 1.0 0.8056065
9485 1.0 0.56853676
9486 1.0 1.0676806
9487 1.0 1.1157788
9488 1.0 0.18628809
9489 1.0 0.18394251
9490 1.0 0.28527546
9491 1.0 0.46591252
9492 1.0 1.2919751
9493 1.0 1.1369945
9494 1.0 0.3099352
9495 1.0 0.6605544
9496 1.0 0.5935581
9497 1.0 0.3191006
9498 1.0 0.8420543
9499 1.0 0.82738173
9500 1.0 0.36495596
9501 1.0 1.2424662
9502 1.0 0.52070075
9503 1.0 0.5589424
9504 1.0 0.49688625
9505 1.0 0.4106134
9506 1.0 0.45006165
9507 1.0 1.1618147
9508 1.0 0.23930678
9509 1.0 0.7627222
9510 1.0 0.4304185
9511 1.0 0.4055715
9512 1.0 0.94461286
9513 1.0 0.31896412
9514 1.0 0.7642261
9515 1.0 0.43929994
9516 1.0 0.4990659
9517 1.0 0.5815422
9518 1.0 0.56436354
9519 1.0 0.18647437
9520 1.0 0.3870278
9521 1.0 0.1894984
9522 1.0 1.0596173
9523 1.0 0.41630396
9524 1.0 0.34147868
9525 1.0 0.5606296
9526 1.0 0.6025162
9527 1.0 0.21999972
9528 1.0 1.094675
9529 1.0 0.9483098
9530 1.0 0.63066083
9531 1.0 0.27916828
9532 1.0 0.839704
9533 1.0 0.37721574
9534 1.0 0.25854647
9535 1.0 0.58663595
9536 0.0 1.0290229
9537 0.0 0.87114114
9538 0.0 0.9702625
9539 0.0 1.071677
9540 0.0 0.8874677
9541 0.0 0.75477105
9542 0.0 1.2573241
9543 0.0 0.64539427
9544 0.0 0.39236316
9545 0.0 1.8965361
9546 0.0 0.66842234
9547 0.0 0.40324286
9548 0.0 1.3179383
9549 0.0 1.0872971
9550 0.0 0.6581793
9551 0.0 0.5980038
9552 0.0 0.6101394
9553 0.0 1.7267586
9554 0.0 0.8384694
9555 0.0 0.52728194
9556 0.0 1.0653479
9557 0.0 0.9759323
9558 0.0 0.28900728
9559 0.0 0.3436111
9560 0.0 1.0937705
9561 0.0 1.2721006
9562 0.0 1.3004489
9563 0.0 0.99016106
9564 0.0 1.6652209
9565 0.0 0.7311338
9566 0.0 1.2860981
9567 0.0 0.4313554
9568 0.0 0.59974074
9569 0.0 0.5529919
9570 0.0 1.077746
9571 0.0 1.2013686
9572 0.0 0.27751926
9573 0.0 0.5520396
9574 0.0 1.0417213
9575 0.0 1.2595694
9576 0.0 0.9091419
9577 0.0 1.1703346
9578 0.0 0.5175369
9579 0.0 1.0873725
9580 0.0 1.2480069
9581 0.0 0.76769507
9582 0.0 0.9088835
9583 0.0 0.41501674
9584 0.0 1.1117725
9585 0.0 1.3010917
9586 0.0 0.4313993
9587 0.0 1.015111
9588 0.0 0.66814697
9589 0.0 1.1138383
9590 0.0 0.5500494
9591 0.0 0.634988
9592 0.0 1.0052637
9593 0.0 0.74236965
9594 0.0 0.69466674
9595 0.0 0.7415824
9596 0.0 1.3448229
9597 0.0 1.044848
9598 0.0 1.051835
9599 0.0 0.7239738
9600 1.0 0.6066489
9601 1.0 0.6695981
9602 1.0 0.26262075
9603 1.0 0.57803434
9604 1.0 0.27888197
9605 1.0 1.0420277
9606 1.0 0.43988958
9607 1.0 0.24731451
9608 1.0 1.0896696
9609 1.0 0.41197917
9610 1.0 0.89438564
9611 1.0 0.25707278
9612 1.0 0.8361536
9613 1.0 0.21931918
9614 1.0 0.5642871
9615 1.0 0.71439326
9616 1.0 0.39489666
9617 1.0 0.20564751
9618 1.0 0.33139944
9619 1.0 0.43749255
9620 1.0 0.2524163
9621 1.0 1.2955248
9622 1.0 0.39009944
9623 1.0 0.87140554
9624 1.0 0.96870553
9625 1.0 0.43275017
9626 1.0 0.4766179
9627 1.0 0.41860572
9628 1.0 0.31700116
9629 1.0 0.6919702
9630 1.0 0.5337131
9631 1.0 0.21672201
9632 1.0 0.4035907
9633 1.0 0.37804374
9634 1.0 0.48101693
9635 1.0 0.8187062
9636 1.0 0.4336178
9637 1.0 0.33505136
9638 1.0 0.647082
9639 1.0 0.45763832
9640 1.0 0.37721375
9641 1.0 0.47245434
9642 1.0 0.37255958
9643 1.0 0.50314325
9644 1.0 0.46918765
9645 1.0 0.6582467
9646 1.0 0.7892153
9647 1.0 0.5977105
9648 1.0 0.60307753
9649 1.0 0.3342581
9650 1.0 0.67321247
9651 1.0 1.2589146
9652 1.0 0.5503425
9653 1.0 1.1369945
9654 1.0 0.24518616
9655 1.0 0.6143794
9656 1.0 0.533257
9657 1.0 0.23887728
9658 1.0 0.93732476
9659 1.0 0.46572736
9660 1.0 0.37501672
9661 1.0 0.33969584
9662 1.0 0.61642015
9663 1.0 0.17497537
9664 0.0 0.40075734
9665 0.0 1.1450137
9666 0.0 0.7619399
9667 0.0 0.6492626
9668 0.0 1.0254368
9669 0.0 0.7183024
9670 0.0 0.29994905
9671 0.0 0.81800365
9672 0.0 0.70535547
9673 0.0 0.86837524
9674 0.0 0.7310589
9675 0.0 0.7184373
9676 0.0 0.9233349
9677 0.0 0.41826206
9678 0.0 1.4175307
9679 0.0 0.391994
9680 0.0 1.3022385
9681 0.0 0.57604283
9682 0.0 0.9156055
9683 0.0 0.7906619
9684 0.0 0.6275779
9685 0.0 1.0551205
9686 0.0 0.7356896
9687 0.0 0.43757713
9688 0.0 0.70807433
9689 0.0 0.4990666
9690 0.0 1.1029345
9691 0.0 1.1908017
9692 0.0 0.40717596
9693 0.0 1.2791291
9694 0.0 1.4642742
9695 0.0 0.3159413
9696 0.0 0.6732104
9697 0.0 0.97673345
9698 0.0 0.32188147
9699 0.0 1.4194185
9700 0.0 0.73425037
9701 0.0 0.5859388
9702 0.0 0.56781244
9703 0.0 0.6610866
9704 0.0 1.2518634
9705 0.0 0.6707136
9706 0.0 1.1745473
9707 0.0 0.5172576
9708 0.0 0.5150071
9709 0.0 1.0947438
9710 0.0 0.58828574
9711 0.0 0.54154235
9712 0.0 0.7685792
9713 0.0 0.7426503
9714 0.0 0.8206718
9715 0.0 1.3042334
9716 0.0 0.72750676
9717 0.0 0.57550955
9718 0.0 0.9780288
9719 0.0 0.6242999
9720 0.0 0.6610314
9721 0.0 1.5527004
9722 0.0 1.1635346
9723 0.0 0.4060778
9724 0.0 0.720788
9725 0.0 0.3060874
9726 0.0 0.90539277
9727 0.0 1.0516425
9728 1.0 0.56241196
9729 1.0 0.6361246
9730 1.0 0.4736604
9731 1.0 0.32371798
9732 1.0 0.42163464
9733 1.0 0.6681914
9734 1.0 0.48913333
9735 1.0 0.7815921
9736 1.0 0.2865971
9737 1.0 0.6969405
9738 1.0 0.9404376
9739 1.0 0.24508364
9740 1.0 0.8141361
9741 1.0 0.6059945
9742 1.0 0.90691674
9743 1.0 0.30993533
9744 1.0 0.53279346
9745 1.0 0.22098114
9746 1.0 0.40000176
9747 1.0 0.72008127
9748 1.0 0.8447043
9749 1.0 0.42658356
9750 1.0 1.0327617
9751 1.0 0.8965273
9752 1.0 0.65503174
9753 1.0 0.9798719
9754 1.0 0.910726
9755 1.0 0.42701495
9756 1.0 0.3876485
9757 1.0 0.5838462
9758 1.0 0.20146574
9759 1.0 0.9288068
9760 1.0 0.16938359
9761 1.0 0.60966676
9762 1.0 0.4051128
9763 1.0 0.35737357
9764 1.0 0.3390093
9765 1.0 0.49956942
9766 1.0 0.58022857
9767 1.0 0.66826034
9768 1.0 1.0528449
9769 1.0 0.6133741
9770 1.0 0.5789651
9771 1.0 0.8785399
9772 1.0 0.48898363
9773 1.0 1.2200389
9774 1.0 0.68015605
9775 1.0 0.2259337
9776 1.0 0.44971842
9777 1.0 0.15856043
9778 1.0 0.46253335
9779 1.0 0.44031098
9780 1.0 0.3971429
9781 1.0 0.4770425
9782 1.0 0.64846337
9783 1.0 0.283345
9784 1.0 1.1560215
9785 1.0 0.9437081
9786 1.0 0.9252144
9787 1.0 0.4610474
9788 1.0 0.4964119
9789 1.0 0.41117892
9790 1.0 0.33919716
9791 1.0 0.47340015
9792 0.0 0.863829
9793 0.0 0.960807
9794 0.0 1.1737556
9795 0.0 0.31787306
9796 0.0 0.5892146
9797 0.0 0.51135683
9798 0.0 0.8316883
9799 0.0 0.91655296
9800 0.0 1.378212
9801 0.0 0.4666723
9802 0.0 1.0884366
9803 0.0 0.8220881
9804 0.0 0.51947284
9805 0.0 1.2471288
9806 0.0 0.42841274
9807 0.0 0.75232583
9808 0.0 0.2567628
9809 0.0 1.3353608
9810 0.0 0.68353826
9811 0.0 0.32546085
9812 0.0 1.6074317
9813 0.0 0.98865956
9814 0.0 1.0823497
9815 0.0 0.82793933
9816 0.0 0.8478834
9817 0.0 0.6190684
9818 0.0 0.78507215
9819 0.0 0.5963223
9820 0.0 0.73390484
9821 0.0 0.7810751
9822 0.0 1.0740782
9823 0.0 1.3216964
9824 0.0 0.44200695
9825 0.0 0.7752268
9826 0.0 1.3787041
9827 0.0 1.205918
9828 0.0 1.0961108
9829 0.0 0.49362957
9830 0.0 0.47921225
9831 0.0 1.0660689
9832 0.0 1.2895244
9833 0.0 1.2069604
9834 0.0 0.8081061
9835 0.0 0.2833895
9836 0.0 1.1498792
9837 0.0 0.90460557
9838 0.0 0.44048688
9839 0.0 1.3086116
9840 0.0 0.29306197
9841 0.0 0.22768915
9842 0.0 1.2466772
9843 0.0 1.1074226
9844 0.0 0.3647958
9845 0.0 1.0837977
9846 0.0 0.47405112
9847 0.0 0.3393511
9848 0.0 0.6423039
9849 0.0 1.2750531
9850 0.0 0.93412215
9851 0.0 0.85977536
9852 0.0 0.81566423
9853 0.0 0.9783883
9854 0.0 0.37672982
9855 0.0 0.49504447
9856 1.0 0.16947734
9857 1.0 0.5502929
9858 1.0 0.33872718
9859 1.0 0.6052898
9860 1.0 0.64397067
9861 1.0 0.33579558
9862 1.0 0.67308414
9863 1.0 0.3804597
9864 1.0 0.48313397
9865 1.0 0.30028638
9866 1.0 0.6661907
9867 1.0 0.3986292
9868 1.0 0.39702502
9869 1.0 0.22863065
9870 1.0 0.26496235
9871 1.0 0.3237872
9872 1.0 0.3347662
9873 1.0 0.6814387
9874 1.0 0.8764372
9875 1.0 0.3474818
9876 1.0 0.902464
9877 1.0 0.22128431
9878 1.0 0.24032798
9879 1.0 1.1582061
9880 1.0 0.36392924
9881 1.0 0.82867324
9882 1.0 0.40943545
9883 1.0 0.37602702
9884 1.0 0.35596028
9885 1.0 0.7517425
9886 1.0 0.42426285
9887 1.0 0.3534686
9888 1.0 0.96284676
9889 1.0 0.80491555
9890 1.0 0.70703584
9891 1.0 0.44305
9892 1.0 0.5491357
9893 1.0 0.6233329
9894 1.0 0.5070238
9895 1.0 0.67221594
9896 1.0 0.54749995
9897 1.0 0.6134118
9898 1.0 0.36392716
9899 1.0 0.6307258
9900 1.0 0.19198596
9901 1.0 0.49753508
9902 1.0 0.2678681
9903 1.0 0.4433181
9904 1.0 0.17712821
9905 1.0 0.50702316
9906 1.0 0.42246062
9907 1.0 0.4990659
9908 1.0 0.23589785
9909 1.0 0.47417313
9910 1.0 0.56853616
9911 1.0 0.7747588
9912 1.0 0.4329659
9913 1.0 0.12152319
9914 1.0 0.5662869
9915 1.0 0.3015283
9916 1.0 0.24307932
9917 1.0 0.61619854
9918 1.0 0.2627488
9919 1.0 0.50670934
9920 0.0 1.0433276
9921 0.0 1.2952973
9922 0.0 0.8307219
9923 0.0 1.0398186
9924 0.0 1.0675173
9925 0.0 0.9292914
9926 0.0 0.64044183
9927 0.0 0.6698591
9928 0.0 0.27717274
9929 0.0 0.44686604
9930 0.0 0.32245657
9931 0.0 0.54330397
9932 0.0 1.1037335
9933 0.0 0.5195563
9934 0.0 1.2509409
9935 0.0 0.9221177
9936 0.0 1.2037148
9937 0.0 0.457381
9938 0.0 0.4149478
9939 0.0 0.9184022
9940 0.0 0.46381116
9941 0.0 1.0430942
9942 0.0 0.9541489
9943 0.0 1.1169133
9944 0.0 1.2355052
9945 0.0 0.49572647
9946 0.0 0.73996323
9947 0.0 0.8702797
9948 0.0 0.6624682
9949 0.0 0.8248355
9950 0.0 1.2327508
9951 0.0 0.75430787
9952 0.0 0.51146734
9953 0.0 0.44814748
9954 0.0 1.0143019
9955 0.0 1.145092
9956 0.0 0.6372865
9957 0.0 0.9810837
9958 0.0 0.67191833
9959 0.0 0.9857483
9960 0.0 0.58291686
9961 0.0 0.7871913
9962 0.0 0.9304865
9963 0.0 0.7896228
9964 0.0 0.716841
9965 0.0 1.3720046
9966 0.0 0.8212015
9967 0.0 1.1546692
9968 0.0 0.5494407
9969 0.0 1.2656577
9970 0.0 1.7889229
9971 0.0 0.28341395
9972 0.0 0.5867361
9973 0.0 0.19946586
9974 0.0 0.6180329
9975 0.0 0.4176478
9976 0.0 0.8462214
9977 0.0 0.6759643
9978 0.0 0.73642313
9979 0.0 0.68840235
9980 0.0 0.8716242
9981 0.0 0.8609845
9982 0.0 0.82775974
9983 0.0 0.4211077
9984 1.0 0.26839232
9985 1.0 0.28957728
